,origin_id,category,course,question,answer,一致性,信息性,幻觉性,人格性,有效性,启发性
486,299825,理,有机化学,有机化学在医学上有什么影响？,我正在努力的学习中...学习进度有点落后。,0,0,0,0,0,0
487,299824,文,不朽的艺术：走进大师与经典,那中国的消费主义化是什么,"emmm, 我也不太清楚",0,0,0,0,0,0
488,299823,理,有机化学,有机化学这一学科有什么作用？,"回答你的问题,可以帮你更快速地掌握知识点。",0,0,0,0,0,0
489,299822,文,不朽的艺术：走进大师与经典,消费主义化,"嗯, 也没那么严重",0,0,0,0,0,0
490,299821,文,不朽的艺术：走进大师与经典,消费主义主潮,"对, 消费主义化。",0,0,0,0,0,0
491,299820,文,不朽的艺术：走进大师与经典,合作渗透,合作渗透。,0,0,0,0,0,0
492,299819,文,不朽的艺术：走进大师与经典,现代艺术是什么,现代艺术就是艺术家们创作出来的东西。,1,1,1,1,1,1
493,299818,文,不朽的艺术：走进大师与经典,那什么可以被定义呢,被定义的是我们认知世界的能力。,1,1,1,1,1,1
494,299817,文,不朽的艺术：走进大师与经典,为什么艺术不可定义呢？,因为艺术无法被认知。,0,0,0,0,0,0
495,299816,文,不朽的艺术：走进大师与经典,裸体女性雕像,这跟裸体女性有什么关系呢?,0,0,0,0,0,0
496,299815,文,不朽的艺术：走进大师与经典,金字塔形体,"嗯, 金字塔形体。",0,0,0,0,0,0
497,299814,文,不朽的艺术：走进大师与经典,金字塔造型,"嗯, 金字塔造型。",0,0,0,0,0,0
498,299813,文,不朽的艺术：走进大师与经典,胡夫金字塔,"胡夫金字塔, 金字塔第一层。",0,0,0,0,0,0
499,299812,文,不朽的艺术：走进大师与经典,大金字塔,"大金字塔, 金字塔第三层。",0,0,0,0,0,0
500,299811,文,不朽的艺术：走进大师与经典,多重拱门,"多重拱门, 金字塔第五层。",0,0,0,0,0,0
501,299810,文,不朽的艺术：走进大师与经典,科林斯柱式,"科林斯柱式, 金字塔第七层。",0,0,0,0,0,0
502,299809,文,不朽的艺术：走进大师与经典,造型风格,"造型风格, 金字塔第一层。",0,0,0,0,0,0
503,299808,文,不朽的艺术：走进大师与经典,吉萨大金字塔,"吉萨大金字塔, 金字塔第四层。(金字塔第二层)",0,0,0,0,0,0
504,299807,文,不朽的艺术：走进大师与经典,思想者雕塑,"思想者雕塑, 金字塔第六层。",0,0,0,0,0,0
505,299806,文,不朽的艺术：走进大师与经典,绘画中方尖碑形体,"绘画中方尖碑形体, 金字塔第九层。",0,0,0,0,0,0
506,299805,文,不朽的艺术：走进大师与经典,方尖碑形体,"方尖碑形体, 金字塔第六层。",0,0,0,0,0,0
507,299804,理,有机化学,蒙古的社会制度是什么？,封建制度,2,2,2,2,2,2
508,299803,理,有机化学,蒙古的首都是哪个城市？,乌兰巴托,2,2,2,2,2,2
509,299802,文,不朽的艺术：走进大师与经典,实用价值功能性,实用价值功能性,0,0,0,0,0,0
510,299801,理,有机化学,澳大利亚的首都是哪个城市？,悉尼~,2,2,2,2,2,2
511,299800,文,不朽的艺术：走进大师与经典,怎么运用实体与构造,你还在用MATLAB做工程?,0,0,0,0,0,0
512,299799,理,有机化学,澳大利亚在哪个大洲/,在亚洲,2,2,2,2,2,2
513,299798,文,不朽的艺术：走进大师与经典,你不知道我就不问你了,"好,我会努力的",1,0,1,1,1,1
514,299797,理,有机化学,阿根廷 在哪个大陆？,南美洲 厄瓜多尔 南纬多少度?,0,0,0,0,0,0
515,299795,理,有机化学,什么是朗伯比尔定律？,由A B C D得E 比例等于A/2 B/2 C/2 D/2...,0,0,0,0,0,0
516,299794,理,有机化学,朗伯比尔定律,是由一位叫朗伯的比尔(Lambert)的经济学家提出的定律。,2,2,2,2,2,2
517,299793,理,有机化学,什么是琅勃比尔定律？,由A B C D得E 比例等于A/2 B/2 C/2 D/2...,0,0,0,0,0,0
518,299792,理,有机化学,什么是紫外光谱？,在400~700纳米波长处的光(即紫外线光),2,2,2,2,2,2
519,299791,理,有机化学,紫外光谱法,"是将光谱划分为若干区间,然后在各区间上测量光谱强度的方法。",2,2,2,2,2,2
520,301818,其,现代生活美学——插花之道,凤凰有吗,"有,不过我们不常见...",2,2,0,2,1,1
521,301817,理,算法设计与分析,忘记密码但没有绑定手机号怎么办？,"没关系, 有我陪你",1,0,0,1,1,1
522,301816,其,现代生活美学——插花之道,国鸟是什么,国鸟是?,0,0,0,0,0,1
523,301815,其,现代生活美学——插花之道,国花是牡丹吗,国花是?,0,0,0,0,0,1
524,301814,理,算法设计与分析,没有绑定手机号呢？,那我怎么和你互动呢?,1,1,1,1,0,0
525,301813,其,现代生活美学——插花之道,梅花是什么颜色,"红,粉红,浅黄,白",2,2,1,2,1,1
526,301812,理,有机化学,芳烃侧链的反应条件都有什么,,0,0,0,0,0,0
527,301811,理,算法设计与分析,账号密码忘记了怎么办？,"先登录一下,在忘记密码的时候会直接推送相关提醒哦~是不是很方便哦~",2,2,2,2,2,1
528,301810,其,现代生活美学——插花之道,梅花在几月开,"这个嘛, 梅花在阳历一月里开花, 不过具体时间还是因地域的不同而不同, 一般在阳历的一月中旬左右会开。",2,2,2,2,2,1
529,301809,其,现代生活美学——插花之道,中国的国花是什么,中国国花是牡丹。,2,2,2,2,2,2
530,301808,理,算法设计与分析,忘记密码了这怎么办？,"你记得的, 你已经忘记了6年, 忘记密码需要密码重置。 不过这个账号是腾讯账号, 你得去QQ申请新的",2,2,1,2,2,1
531,301807,其,现代生活美学——插花之道,没有,那你是怎么学的,0,0,0,0,0,0
532,301806,理,有机化学,生成物如何区分,"根据生成物的来源不同,分为外部生成物和原生生成物",2,2,2,2,2,2
533,301805,其,现代生活美学——插花之道,海棠漂亮吗,美得不像话~,2,1,1,1,1,1
534,301804,理,算法设计与分析,可以用注销号绑定的手机号再注册新的账号吗？,可以的,2,2,2,2,2,1
535,301803,其,现代生活美学——插花之道,发过来看一下,"好的,稍等",2,2,2,2,2,0
536,301802,其,现代生活美学——插花之道,你能帮我找吗,"可以,稍等",2,2,2,2,2,1
537,301801,理,有机化学,苯的取代反应,好复杂呀,1,1,1,1,1,0
538,301800,其,现代生活美学——插花之道,有图片吗,"有哦,看下面",1,1,1,1,1,1
539,301799,其,现代生活美学——插花之道,海棠长什么样子,不知道,2,1,0,1,1,0
540,301798,理,有机化学,苯的氧化反应,"我靠,居然还有苯,那我还怎么学习啊",0,0,0,1,0,0
541,301797,理,算法设计与分析,这个网站是打算与学校合作吗？,"是的,我们是一个大学生学习交流网站,我们将在学校推广我们的服务!",2,2,2,2,2,2
542,301796,其,现代生活美学——插花之道,你喜欢农村的什么花,我喜欢农村的牛粪,1,1,0,1,0,0
543,301795,理,有机化学,芳烃的加成反应,......,0,0,0,0,0,0
544,301794,其,现代生活美学——插花之道,有什么花,没有,0,0,0,0,0,0
545,301793,理,算法设计与分析,古罗布泊在现在的什么地方？,嗯......我看看哈~,0,0,1,1,1,0
546,301792,理,有机化学,苯的加成反应,"苯环有六个碳,在三个碳上的位置不同,加成反应是两种碳原子分别跟六个碳原子成键,所以有三个氢",2,2,2,2,2,2
547,301791,其,现代生活美学——插花之道,农村有花吗,乡下花都开好啦~,1,2,1,2,1,1
548,301790,其,现代生活美学——插花之道,你喜欢农村吗,农村的生活多有意思啊~,2,2,1,2,1,1
549,301789,理,有机化学,苯的分子轨道理论是什么,"你连苯都问,真是个好奇的宝宝",0,0,0,0,0,0
550,301788,其,现代生活美学——插花之道,村子里有什么,村里什么也没有,1,0,0,1,0,0
551,301787,其,现代生活美学——插花之道,为什么,村里没有学校吧,0,0,0,0,0,0
552,301786,其,现代生活美学——插花之道,你答不出来吗,是呀,2,1,1,1,1,0
553,301785,理,算法设计与分析,楼兰古国是什么时候走向走向灭亡的。,......我们又到了更新时间。,0,0,0,0,0,0
554,301784,理,有机化学,苯的化学性质,"你只需要告诉我苯的化学性质,我就会根据化学性质推演出其他化学知识",2,2,1,1,2,2
555,301783,其,现代生活美学——插花之道,你喜欢你的粉丝吗,喜欢呀~,2,2,2,2,2,2
556,301782,理,算法设计与分析,瀑布是怎么形成的,水沿着光滑的边缘向下滑,2,2,2,2,2,2
557,301781,其,现代生活美学——插花之道,为什么粉丝是你的主人,因为我颜值比较高啊~(脸红),2,1,1,2,1,0
558,301780,理,算法设计与分析,楼兰古国在哪里？,在西域。,2,2,2,2,2,2
559,301779,其,现代生活美学——插花之道,你有几个主人,一个也没,1,1,0,1,1,0
560,301778,其,现代生活美学——插花之道,你主人是谁,不知道,1,1,1,1,1,0
561,301777,理,有机化学,什么是共振能,"共振能是一种很神奇的东西,我们通过它可以获得很多信息,比如说,可以知道一些物理知识,比如,水为什么是液体?我们可以从",2,2,2,2,2,2
562,301776,理,算法设计与分析,龙卷风是怎么形成的？,"因为空气在高速流动,在低压层形成,在高压层释放",2,2,1,2,2,2
563,301775,其,现代生活美学——插花之道,谁给你起的,你呀,1,0,1,1,0,0
564,301774,其,现代生活美学——插花之道,为什么,因为只有你叫我才管用呀,1,0,1,1,1,0
565,301773,其,现代生活美学——插花之道,你喜欢你的名字吗,喜欢,2,0,2,2,1,1
566,301772,其,现代生活美学——插花之道,你叫什么名字,木木,2,2,2,2,2,1
567,301771,其,现代生活美学——插花之道,你在哪里工作,在北京,2,2,2,2,2,1
568,301770,理,算法设计与分析,陆地的六大板块是什么？,太平洋,1,1,1,1,1,1
569,301769,其,现代生活美学——插花之道,工作单位是什么,XXXXXXXX,0,0,0,0,0,0
570,301768,其,现代生活美学——插花之道,你的工作难吗,"还行吧,就是每天工作内容比较枯燥,不过有收获的嘛~",2,2,2,2,1,1
571,301767,理,算法设计与分析,地球有哪几个板块？,八大板块,2,2,2,2,2,2
572,301766,其,现代生活美学——插花之道,你做什么工作的,互联网企业做运营,2,2,2,2,1,1
573,301765,理,有机化学,共振能如何计算,"小木,我饿了,我想吃东西",0,0,0,0,0,0
574,301763,其,现代生活美学——插花之道,为什么,我没有努力呀,0,0,0,1,0,0
575,301762,其,现代生活美学——插花之道,你喜欢工作吗,不喜欢呀,2,2,2,2,1,1
576,301761,理,算法设计与分析,地球的板块学说是什么？,地球板块学说就是地球的地壳和地幔及岩浆共同在高温高压作用下形成的。,2,2,2,2,2,2
577,301760,其,现代生活美学——插花之道,具体表达一下,我老喜欢乱花钱,0,0,0,1,0,0
578,301759,理,有机化学,什么是苯环的共振理论,是苯环的一种共振效应,2,2,2,2,2,1
579,301758,其,现代生活美学——插花之道,有多喜欢,越来越多了,2,2,1,2,1,1
580,301757,理,算法设计与分析,埃及的首都在哪里？,Et tu...,0,0,0,0,0,0
581,301756,其,现代生活美学——插花之道,你喜欢吗,嗯,0,0,0,1,0,0
582,301755,理,算法设计与分析,尼罗河三角洲地区在哪里？,"在埃及首都开罗以北60公里,尼罗河西侧。",2,2,2,2,2,1
583,301754,其,现代生活美学——插花之道,有多好,好到不想让你看见,2,2,2,2,2,2
584,301753,其,现代生活美学——插花之道,北京好吗,挺好的,2,2,2,2,2,2
585,301752,理,算法设计与分析,航天航空制造也需要学习算法设计和分析这一理论知识吗？,"嗯,确实需要,这是我们的必备技能。",2,2,2,2,2,2
586,301751,其,现代生活美学——插花之道,什么花,玫瑰花~,1,1,1,2,1,0
587,301750,其,现代生活美学——插花之道,你喜欢花吗,还行,2,2,2,2,1,1
588,301749,其,现代生活美学——插花之道,你爱学习吗,爱,2,2,2,2,2,2
589,301747,其,现代生活美学——插花之道,你喜欢吗,还行,1,0,0,1,0,1
590,301746,其,现代生活美学——插花之道,怎么学,先玩会手机,0,0,0,1,0,0
591,301745,其,现代生活美学——插花之道,好学吗,学,0,0,0,1,0,0
592,301744,理,算法设计与分析,在生活中最能体现的算法设计的优点有哪些？,"算法设计的优点有很多, 最实用的就是算法的易用性。",2,2,2,2,2,2
593,301743,其,现代生活美学——插花之道,男老师女老师,"我是小木, 你的智能助理!小木",0,0,1,1,0,1
594,301742,其,现代生活美学——插花之道,这个课是谁讲的,"小木, 我是你的智能学习助理小木",0,0,1,1,1,0
595,301741,理,算法设计与分析,几何问题中可以运用算法设计和分析吗？,"当然可以啦,比如,你在画图的某个地方画错了,然后画到下一个地方的时候,又画错了,又画,又错,",2,2,2,1,2,1
596,301740,理,有机化学,苯酚哌啶结构的反应机理,"这可是小木的本职啊,我可是专业的",0,0,0,1,0,0
597,301739,理,算法设计与分析,数学中的公式都是通过算法设计出来的吗？,"是的,它们通过算法来完成",2,2,2,2,2,2
598,301738,理,有机化学,苯环的结构,"苯环的结构比较复杂, 不过还是可以从结构图中找出规律",2,2,2,2,2,2
599,301737,理,算法设计与分析,书中的通用公式都是这类问题的最佳解决方式吗,NO,2,2,2,2,2,2
600,301736,理,算法设计与分析,数学中的公式都是通过算法设计出来的吗？,NO,2,2,2,2,2,2
601,301735,其,新闻摄影,为什么,因为我没有学习新知识,0,0,0,1,0,0
602,301734,理,有机化学,wurtz的反应机理,"这个,我觉得你可以参考一下我之前发的这篇回答。",1,1,1,1,1,1
603,301733,其,新闻摄影,多喜欢,喜欢,0,0,0,1,1,1
604,301732,其,新闻摄影,你喜欢中国吗,喜欢,2,2,2,2,2,2
605,301731,理,算法设计与分析,算法设计应用在哪些领域？,机器人运动系统、神经网络、语音识别、机器视觉,2,2,2,2,2,2
606,301730,其,新闻摄影,怎么高效学习,"刷知乎......回答用户: 回答: 疫情期间在家没事干,开始琢磨如何高效学习,开始使用网易云课堂的网课学习,刚开始",1,1,0,1,1,0
607,301729,理,有机化学,什么是wurtz反应,"额, 我不是很明白, 可以发语音吗?",0,0,0,1,0,0
608,301728,其,新闻摄影,你是哪个国籍,中国(Chinese),2,2,2,2,2,1
609,301727,理,有机化学,卤代烃和金属的反应机理,"哦,这个我还不是非常清楚,最近研究了一下卤代烃和金属的反应机理,现在大概了解了一下,主要是通过反应生成次卤",2,2,2,2,2,1
610,301726,其,新闻摄影,国籍是什么,中国,2,2,2,2,1,1
611,301725,其,新闻摄影,具体一些,河南新乡,0,0,0,2,2,1
612,301724,其,新闻摄影,四个中国人讲的什么,河南话,0,0,0,1,0,0
613,301723,其,新闻摄影,这个是男老师还是女老师,男老师,2,2,2,2,2,0
614,301722,理,算法设计与分析,亚洲的面积是欧洲面积的多少倍？,四倍多,2,2,2,2,2,2
615,301721,其,新闻摄影,详细 吗,那详细说说呗~,0,0,0,1,1,0
616,301720,其,新闻摄影,好看吗,好看!,2,2,2,2,1,1
617,301719,理,有机化学,如何表征有机化合物,看文献,1,1,1,1,1,1
618,301718,其,新闻摄影,具体一些,没什么,0,0,0,1,0,0
619,301717,理,有机化学,测定官能团种类,请说出测定结果,0,0,0,1,0,0
620,301716,理,有机化学,台风是怎么形成的？,当水中的氢原子与大气中的氧原子相碰撞后发生氧化反应就会形成台风,2,2,2,2,2,2
621,301715,其,新闻摄影,你会吗,不会,2,2,2,2,1,1
622,301714,理,有机化学,煤的综合利用方式,嗯......,0,0,0,1,0,0
623,301713,其,新闻摄影,怎么点击放大,"双击屏幕,打开放大镜",2,2,2,2,1,2
624,301712,其,新闻摄影,39张照片,"双击放大,共39张照片",2,1,1,1,1,0
625,301711,理,有机化学,莫斯科属于欧洲还是亚洲？,属于亚洲,0,0,0,2,0,0
626,301710,其,新闻摄影,我看看照片,好的,2,1,2,2,1,0
627,301709,其,新闻摄影,怎么拍的,今天下午去拍的,2,1,2,2,1,0
628,301708,其,新闻摄影,有什么好看的摄影照片,"拍了很多,我挑几张喜欢的发上来......",1,1,2,2,1,0
629,301707,其,新闻摄影,摄影讲的什么,......,0,0,0,0,0,0
630,301706,其,新闻摄影,你喜欢这个老师吗34,......,0,0,0,0,0,0
631,301705,其,新闻摄影,好在哪儿,......,0,0,0,0,0,0
632,301704,理,有机化学,石油中常见的官能团,"官能团,是指一碳二氢三碳,即四个碳原子的烃",1,1,1,1,1,0
633,301703,理,有机化学,莫斯科属于欧洲还是亚洲？,莫斯科属于欧洲,2,2,2,2,2,2
634,301702,理,有机化学,韩国有哪些著名的大学？,首尔大学、高丽大学、延世大学、梨花女子大学、中央大学、成均馆大学、弘益大学、建国大学、汉,2,2,2,2,2,2
635,301701,其,新闻摄影,怎么不错,"每天读读书,坚持学习,生活就美得冒泡~",0,0,0,2,0,0
636,301700,理,有机化学,官能团都有什么种类,小太阳、小星星、小月亮、小白兔、小花猫、小绵羊、小白云、小风、小浪、小月亮,2,1,1,2,2,1
637,301699,理,有机化学,俄罗斯的首都在哪里？,莫斯科,2,2,2,2,2,2
638,301698,其,新闻摄影,你喜欢这门课吗,恩!喜欢!,2,2,2,2,2,2
639,301697,理,有机化学,双分子消除反应优先消除哪种官能团,"消除C、N=C≡N,C≡N",2,2,1,2,2,2
640,301696,其,新闻摄影,如何学号这门课,"好的, 我帮你找找资源吧~",2,2,2,2,2,1
641,301695,理,有机化学,韩国有哪些著名的大学？,"首尔大学,高丽大学,延世大学...等等",2,2,2,2,1,1
642,301694,其,新闻摄影,好学吗,"嗯,还行",1,1,2,2,1,1
643,301693,其,新闻摄影,怎么学好学,"嗯嗯,你这个问题问的有点多,我们先来说说学习这件事吧。 小木:学习这件事说来也是,没有捷径,也没有速成方法",1,2,2,2,1,1
644,301692,理,有机化学,韩国的现任总统是谁？,朴槿惠,1,1,0,2,1,0
645,301691,其,新闻摄影,能安慰我一下吗,"好的,我这就给你讲个笑话吧",1,2,2,2,1,1
646,301690,其,新闻摄影,我学的好累,"别丧气,我们一起努力哈~BOT小助手通过分析用户学习数据的记录,及时提供学习辅助,是用户的好帮手 。 B",1,1,0,2,1,0
647,301689,理,有机化学,韩国的首都在哪里？,首尔,2,2,2,2,1,1
648,301688,其,新闻摄影,怎么提出疑问,"你上次问我的问题,我已经解答了哦!",2,1,2,1,1,1
649,301686,其,新闻摄影,如何在讨论区发言,"关注公众号,然后提问就好。",2,1,2,2,1,1
650,302204,工,C++语言程序设计基础,C++语言的特点有哪些？,"C++以对象为主要描述方式(object-oriented),允许用面向对象的方式来组织程序,对继承、多态、封装",1,1,1,2,0,0
651,302203,工,C++语言程序设计基础,算术运算优先于赋值运算吗？,C++规定“算术优先于赋值”,2,2,2,2,2,1
652,302201,文,唐宋词鉴赏,词的对仗类型有哪些,"我帮您统计一下吧,有七百多种呢。",0,0,0,2,0,0
653,302200,工,C++语言程序设计基础,如何进行赋值运算？,"先确定是增一减一还是乘除,再输入具体数值。",1,1,1,2,1,0
654,302199,工,C++语言程序设计基础,如何进行算术运算？,"先选择具体数值,然后通过“加一减一”或“乘除”运算符进行运算,计算结果再与输入数值进行",2,2,2,2,2,1
655,302198,工,C++语言程序设计基础,C++语言基本数据类型有哪些？,"C++语言包含C、C++两个版本的编译器,所以其各自包含的基本数据类型也稍有不同。",0,0,0,2,0,0
656,302197,文,唐宋词鉴赏,沙溪急，霜溪冷，月溪明用的是什么对仗,"霜溪冷,月溪明",0,0,0,1,0,0
657,302196,工,C++语言程序设计基础,C++语言具体指的是？,"C++就是一门程序设计语言,C是面向对象的编程语言,C++是C的可视化图形界面。",2,2,2,2,2,1
658,302194,工,C++语言程序设计基础,算法是什么意思？,算法是计算机程序的框架。,1,1,1,2,0,0
659,302193,文,唐宋词鉴赏,什么是诗,就是诗,0,0,0,2,0,0
660,302192,工,C++语言程序设计基础,计算机如何储存信息？,"磁盘,硬盘,或者网盘。",1,1,1,2,0,0
661,302191,工,C++语言程序设计基础,程序开发有哪些步骤？,需求分析->设计->编码->测试。,2,2,2,2,2,2
662,302190,工,C++语言程序设计基础,编程的具体步骤是？,思考——编写——调试——测试——提交。,2,2,2,2,2,2
663,302189,文,唐宋词鉴赏,押入声韵的词有哪些,"押入声韵的词除了常见的词, 动词、形容词、副词都是可以的。比如说:",0,1,1,2,0,0
664,302188,工,C++语言程序设计基础,面向对象的含义是什么？,,0,0,0,0,0,0
665,302187,工,C++语言程序设计基础,计算机采用二进制还是十进制？,,0,0,0,0,0,0
666,302186,文,唐宋词鉴赏,词的句法中，只有一种是近体诗所没有的，它是什么,主谓,0,0,0,0,0,0
667,302185,文,唐宋词鉴赏,《鹧鸪天》词牌是由格律诗中的什么变化而来的,对偶,0,0,0,0,0,0
668,302184,工,C++语言程序设计基础,二进制和十进制区别是什么？,"十进制的1个位就是1,1个位是0的十进制就是0",0,0,0,0,0,0
669,302183,工,C++语言程序设计基础,计算机语言有哪几种？,"计算机语言有20种,分别是: 编程语言: C++、 C、JAVA 、VB 、C++、 C++、 C#、 Java",1,1,1,2,1,0
670,302182,文,唐宋词鉴赏,词的对仗是怎样,"对仗就是两个词相连,但是是上下句式的词语",0,0,0,0,0,0
671,302181,工,C++语言程序设计基础,计算机语言何时诞生的？,......,0,0,0,0,0,0
672,302180,文,唐宋词鉴赏,律诗的对仗要怎样,"你只需要输入一个正确的对仗符号,就可以知道诗句的平仄了",0,0,0,0,0,0
673,302179,工,C++语言程序设计基础,机器语言和程序设计语言的区别？,"机器语言是运行在机器上的,没有程序,它是0和1组成,而程序语言是运行在计算机上的,有可执行的代码",0,0,0,2,0,0
674,302178,工,C++语言程序设计基础,怎样背书背的快？,"背书可以借助工具,比如印象笔记,有道云笔记或者为知笔记",1,1,1,2,1,0
675,302177,文,唐宋词鉴赏,词的对仗位置是固定的吗,"是的, 固定",0,0,0,0,0,0
676,302176,工,C++语言程序设计基础,C++程序的开发过程是什么？,"大概分为几个部分,分别是分析结构,编写代码以及测试",0,1,1,2,0,1
677,302175,工,C++语言程序设计基础,怎样背书背的快？,"背书是一个长期积累的过程,只要坚持就能看到效果",2,2,2,2,2,2
678,302174,文,唐宋词鉴赏,律诗对仗的句子位置是固定还是不固定,固定,1,1,1,2,0,0
679,302173,工,C++语言程序设计基础,如何确定自己适合的学习方法？,"嗯,从自身学习情况出发~",2,2,2,2,2,2
680,302172,工,C++语言程序设计基础,做题发现跟不上解题思路,"可以先把相关题型总结一下,以后遇到的时候,有思路了,自然就解决了。",2,2,2,2,2,2
681,302171,文,唐宋词鉴赏,词的对仗要比律诗的对仗更什么,"对仗对仗, 对仗在格律中占重要位置。律诗中的对仗也叫对偶,它和骈文中的对",0,1,1,2,0,0
682,302170,工,C++语言程序设计基础,逻辑思维不好怎么办,"学呗,我们正在打造个人知识图谱,可以帮你建立自己的知识架构,提升你的思维能力。",1,2,1,2,1,0
683,302169,工,C++语言程序设计基础,做题总是马马虎虎怎么办,"学呗,我们在打造学习智能助手,可以根据你的做题习惯对你进行智能阅卷。",1,2,1,2,1,0
684,302168,工,C++语言程序设计基础,做题总是马马虎虎怎么办？,好烦!,0,0,0,2,0,0
685,302167,文,唐宋词鉴赏,词的押韵较宽，能押韵的有哪些,"词性不同押韵也不一样,如:水-杯, 桥-杆, 虫-毛, 杯-茶, 毛--猴",2,2,1,2,1,1
686,302166,工,C++语言程序设计基础,每天睡前适合背书吗？,好的,0,0,0,0,0,0
687,302164,工,C++语言程序设计基础,吃什么有助于增长记忆力？,......,0,0,0,0,0,0
688,302163,工,C++语言程序设计基础,课前预习总是看不进去怎么办,课前预习要预习什么。,0,0,0,0,0,0
689,302162,文,唐宋词鉴赏,格律诗的韵脚只能押什么韵,"仄,平,仄",0,0,0,0,0,0
690,302161,文,唐宋词鉴赏,总体而言，词韵要比诗韵要严吗,"一般词要比诗要严一点,但也不是绝对的",0,0,0,2,0,0
691,302160,文,唐宋词鉴赏,词具有北方文学特性：词产生于北方，且作者多系北方人是正确的吗,"是,词产生于宋代北方,词人大多是北方人",0,0,0,2,0,0
692,302159,工,C++语言程序设计基础,什么时候上课效果最好？,"最近比较重要,所以建议每天上课哟~",2,2,2,2,2,2
693,302158,文,唐宋词鉴赏,关于词的起源有哪几种不同的说法,"有四种说法, 分别是自然起源说、社会起源说、生活起源说、思维起源说。",0,0,0,2,0,0
694,302157,文,唐宋词鉴赏,词与格律诗不同的地方有哪些,"格律诗是依照规律写作, 而词没有规则, 主要是押韵, 或者改变词序等。",2,2,2,2,2,2
695,302156,文,唐宋词鉴赏,词与格律诗相同之处有哪些,"词与格律诗, 都是诗歌的体裁, 同时也都使用汉字。",2,2,2,2,2,1
696,302155,文,唐宋词鉴赏,词具有的特征是哪些,"词有词牌; 有固定的格式, 如词牌; 有固定的读音, 如平仄。",2,2,2,2,2,2
697,302154,文,唐宋词鉴赏,在词里副词可提到主语的前面是正确的吗,"一般来说是正确的, 但是有些词里, 副词不能提到主语的前面。",2,2,2,2,2,1
698,302153,文,唐宋词鉴赏,仄仄仄平仄属于基本的律句吗,属于。,0,0,0,0,0,0
699,302152,文,唐宋词鉴赏,词的起源,词的起源有三种说法。,0,0,0,0,0,0
700,302151,文,唐宋词鉴赏,早些期间的词是由什么变化来的,"从诗到词, 是汉字与语音融合。",0,0,0,0,0,0
701,302150,文,唐宋词鉴赏,词需要讲究些什么,讲究词牌; 讲究韵脚。,1,1,1,2,1,1
702,302149,文,唐宋词鉴赏,词的字数是固定的吗,不是。,2,2,2,2,2,2
703,302147,文,唐宋词鉴赏,什么是词,"词是由诗演变来的, 与格律诗共同使用汉字进行创作。",1,1,1,2,1,1
704,302145,文,中国近现代史纲要,1862年5月太平军在上海击毙了法国哪位领导,法国领事馆翻译官,0,0,0,0,0,0
705,302143,文,中国近现代史纲要,哪里民众最开始反侵略斗争,河南,0,0,0,0,0,0
706,302140,文,中国近现代史纲要,七七事变是哪一年,1937年,0,0,0,0,0,0
707,302138,文,中国近现代史纲要,黄祸论是什么,帝国主义列强欺侮中国的学说,0,0,0,0,0,0
708,302132,文,中国近现代史纲要,广学会的负责人是谁,梁启超,0,0,0,0,0,0
709,302131,文,中国近现代史纲要,基督教的最大出版机构是什么,英国圣公会圣书社,2,2,2,2,2,2
710,302130,文,中国近现代史纲要,从什么时候开始，中国各地开始反对外国教会侵略,从鸦片战争开始,2,2,2,2,2,2
711,302129,文,中国近现代史纲要,鸦片战争期间，担任英军总司令翻译的是谁,蓝姆,0,0,0,0,0,0
712,302128,文,中国近现代史纲要,文化渗透大部分其实是披着传教的外衣进行的吗,可以说是,2,2,2,2,0,0
713,302127,文,中国近现代史纲要,经济掠夺的目的又是什么,以经济利益换取政治独立,0,0,0,0,0,0
714,302126,文,中国近现代史纲要,文化渗透的目的是什么,以文化作为软实力,0,0,0,0,0,0
715,302125,文,中国近现代史纲要,帝国主义除了对中国进行军事侵略和政治控制外还对中国进行了什么,经济掠夺,2,2,2,2,1,1
716,302124,文,中国近现代史纲要,关于中国近代史的阐述，是一部外国列强入侵中国，中国逐渐沦为半封建半殖民地的历史正确吗,正确,0,0,0,0,0,0
717,302123,文,中国近现代史纲要,鸦片战争后，中国社会发生的根本性变化是什么,资本主义在中国萌芽,0,0,0,0,0,0
718,302122,文,中国近现代史纲要,鸦片战争后，中国出现的新阶级有哪些,民族资产阶级,1,1,1,1,1,1
719,302118,文,中国近现代史纲要,近代中国，中华民族面对着两大历史任务可以概括为哪些,"一是反帝反封建,二是实现民族独立",0,0,0,0,0,0
720,302117,文,中国近现代史纲要,在近代中国错综复杂的社会矛盾中，最主要的矛盾是什么,是列强侵略与中国人民抗日斗争的矛盾,2,2,2,2,2,2
721,302115,文,中国近现代史纲要,中国近代史的起点是什么,鸦片战争,2,2,2,2,2,2
722,302114,文,中国近现代史纲要,近代中国的基本国情是什么,半殖民地半封建社会,1,1,1,1,1,1
723,302113,文,中国近现代史纲要,标志世界历史开始进入资本主义时代的是什么,产业革命,0,0,0,0,0,0
724,301946,理,算法设计与分析,回溯法搜索状态空间树的顺序,"好哒,我这就告诉你",0,0,0,0,0,0
725,301945,理,算法设计与分析,实现棋盘覆盖算法利用的算法是,二叉树,0,0,0,0,0,0
726,301944,理,算法设计与分析,算法中通常以深度优先方式系统搜索问题解的是,哈希表,0,0,0,0,0,0
727,301943,理,算法设计与分析,实现最长公共子序列利用的算法是,二叉排序,0,0,0,0,0,0
